"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.783395,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.449001,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.067343,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.84764,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.204879,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.167939,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.498158,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.279062,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.489092,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.586955,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.116082,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.500482,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.131335,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.222517,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.7786,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-0.483688,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q1",1.033833,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.559652,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.30364,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.737188,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.503527,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.517838,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.694337,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.021125,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.269426,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.173372,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.347792,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.145107,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.935578,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.753941,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.577621,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.558495,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.271678,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.455408,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.792315,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.819718,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.695223,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.545999,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.47311,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.372507,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.856947,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.135397,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.070304,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.562297,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.899407,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.71166,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.159082,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.984697,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.345305,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.622296,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.01736,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.490343,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.910043,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.732109,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.349175,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.162793,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.495032,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.602246,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.551297,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.526511,
"ISL","QGDP","TOT","PC_CHGPP","Q","1968-Q2",-1.935537,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1968-Q3",-0.593857,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1968-Q4",0.852386,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q1",0.850857,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q2",0.824551,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.239113,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q4",1.662742,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q1",-2.711694,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q2",6.150969,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q3",4.817923,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q4",3.756189,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q1",2.862525,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q2",2.260076,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.832169,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q4",1.534907,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.348162,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q2",1.312889,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.398144,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.542472,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q1",1.671396,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q2",1.781959,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q3",1.918032,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.916533,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q1",1.640139,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.177278,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.526715,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.055508,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-0.274496,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-0.105422,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q3",0.42665,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.094263,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q1",1.628425,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.983567,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q3",2.218361,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q4",2.318749,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q1",2.267106,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q2",2.108321,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q3",1.896655,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.64731,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q1",1.410812,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q2",1.247333,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.142055,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.091053,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q1",1.103745,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q2",1.195866,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q3",1.376404,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.525695,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q1",1.53459,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q2",1.437158,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q3",1.246395,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.053251,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q1",0.944947,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q2",0.939391,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q3",1.036373,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q4",1.048177,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.791541,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.324273,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.367662,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1982-Q4",-0.961783,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1983-Q1",-1.086196,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1983-Q2",-0.72898,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1983-Q3",0.095577,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.99197,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.488004,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1984-Q2",1.535972,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.22488,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.819433,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.588964,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1985-Q2",0.564402,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1985-Q3",0.742036,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1985-Q4",1.061649,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.461927,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1986-Q2",1.905119,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1986-Q3",2.438086,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1986-Q4",2.747323,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1987-Q1",2.547971,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.964999,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.03947,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1987-Q4",0.103176,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1988-Q1",-0.472976,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-0.622176,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1988-Q3",-0.413715,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1988-Q4",-0.057924,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1989-Q1",0.198631,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.315227,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.322138,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.28022,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.261792,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.279188,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1990-Q3",0.327839,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1990-Q4",0.316546,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q1",0.148932,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-0.147786,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-0.591564,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q4",-0.985794,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q1",-1.109031,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-0.95096,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q3",-0.519061,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q4",0.034808,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.530908,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.904944,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.210699,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.341705,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.202459,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.853415,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.306349,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q4",-0.182251,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q1",-3.564529,
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.727119,
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q3",-0.382872,
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.929585,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q1",2.702942,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.995529,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q3",-1.343523,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q4",2.293128,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q1",3.69213,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.549023,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q3",-0.620592,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q4",2.441713,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-2.598461,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q2",9.998217,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q3",-0.383592,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q4",3.238256,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q1",-0.121209,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q2",-2.202791,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q3",0.566721,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q4",4.011253,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q1",-0.148921,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.95388,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q3",3.12484,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.00842,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q1",-1.435847,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q2",4.262704,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-1.893629,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q4",5.359299,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-6.204711,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q2",3.774992,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-0.497768,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q4",2.305474,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q1",1.482773,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-3.055715,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.42759,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.059572,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q1",5.967024,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q2",-1.329611,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.770487,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q4",4.422012,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q1",-2.954141,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q2",6.289213,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.124474,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.770243,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q1",-0.770951,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q2",4.412421,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q3",-0.63427,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.370217,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q1",2.635654,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q2",4.362144,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q3",-0.064083,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q4",5.585286,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-2.159734,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.088131,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-2.975204,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q4",2.720646,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-8.730942,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q2",3.609815,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-1.533061,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.997199,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-4.412819,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.200471,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-1.817409,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q4",3.808026,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-3.658236,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q2",2.850471,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.410225,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.38845,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-2.253314,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.369964,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.139591,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.216744,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.525635,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.637735,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.66436,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q4",2.618575,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-4.039405,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q2",2.139573,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q3",3.190485,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.378242,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-1.850296,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q2",5.900171,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-1.205162,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.727542,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-1.986217,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",6.20074,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.873603,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",3.332399,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-3.252394,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.039256,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.683825,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",2.306594,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.884806,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.475014,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.191732,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.635915,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-2.827248,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",3.21158,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.955932,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",4.810815,
"GBR","QGDP","TOT","PC_CHGPP","Q","1968-Q2",-0.392583,
"GBR","QGDP","TOT","PC_CHGPP","Q","1968-Q3",1.98668,
"GBR","QGDP","TOT","PC_CHGPP","Q","1968-Q4",0.381215,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q1",-0.22786,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q2",0.779284,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q3",0.556446,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q4",0.485701,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q1",-0.639716,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q2",2.370874,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q3",0.996965,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q4",0.867691,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q1",-0.571098,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.778524,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.759962,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.37489,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q1",0.143855,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.65111,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q3",0.282468,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.568581,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q1",4.976542,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q2",0.128452,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q3",-0.948361,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q4",-0.431068,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q1",-2.738482,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.439335,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.641794,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-1.444962,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.058184,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-1.642253,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q3",-0.341988,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.146598,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q1",1.58259,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q2",-0.165251,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q3",1.251901,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q4",2.121269,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q1",0.028448,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q2",-0.694615,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.696561,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.715619,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.891918,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q2",1.164932,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.374856,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q4",0.906888,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q1",-0.354956,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q2",4.417224,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q3",-2.219663,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.05784,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q1",-0.949198,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-2.000383,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.098695,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-1.095369,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.125664,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q2",0.204634,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q3",1.077193,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q4",0.125137,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.194515,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q2",1.065943,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.258963,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.70281,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q1",1.831,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.855167,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.09463,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.863996,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q1",0.692322,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-0.875577,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.646854,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q4",1.977529,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.820008,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.117805,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q3",0.087334,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.241668,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.134025,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q2",0.742119,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.455141,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.786449,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.92953,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.466913,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q3",2.429689,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.132434,
"GBR","QGDP","TOT","PC_CHGPP","Q","1988-Q1",1.782169,
